3	20	1/9/2020	NEG
8	30	1/9/2020	NEG
1	30	1/9/2020	POZ
3	40	1/9/2020	NEG
1	50	1/9/2020	NEG
1	50	1/9/2020	POZ
1	60	1/9/2020	NEG
2	70	1/9/2020	NEG
1	80	1/9/2020	NEG
4	10	2/9/2020	NEG
2	20	2/9/2020	NEG
5	30	2/9/2020	NEG
3	40	2/9/2020	NEG
3	50	2/9/2020	NEG
2	60	2/9/2020	NEG
2	70	2/9/2020	NEG
3	10	3/9/2020	NEG
4	20	3/9/2020	NEG
5	30	3/9/2020	NEG
4	40	3/9/2020	NEG
5	50	3/9/2020	NEG
3	60	3/9/2020	NEG
1	70	3/9/2020	POZ
3	80	3/9/2020	NEG
1	90	3/9/2020	NEG
15	10	4/9/2020	NEG
6	20	4/9/2020	NEG
5	30	4/9/2020	NEG
5	40	4/9/2020	NEG
12	50	4/9/2020	NEG
6	60	4/9/2020	NEG
1	60	4/9/2020	POZ
5	70	4/9/2020	NEG
5	80	4/9/2020	NEG
1	90	4/9/2020	NEG
2	10	7/9/2020	NEG
7	20	7/9/2020	NEG
1	20	7/9/2020	POZ
6	30	7/9/2020	NEG
3	30	7/9/2020	POZ
4	40	7/9/2020	NEG
1	40	7/9/2020	POZ
12	50	7/9/2020	NEG
1	50	7/9/2020	POZ
10	60	7/9/2020	NEG
2	60	7/9/2020	POZ
5	70	7/9/2020	NEG
1	70	7/9/2020	POZ
2	80	7/9/2020	NEG
1	80	7/9/2020	POZ
1	90	7/9/2020	NEG
1	90	7/9/2020	POZ
2	10	8/9/2020	NEG
4	30	8/9/2020	NEG
5	40	8/9/2020	NEG
1	40	8/9/2020	POZ
7	50	8/9/2020	NEG
1	50	8/9/2020	POZ
8	60	8/9/2020	NEG
8	10	9/9/2020	NEG
26	20	9/9/2020	NEG
1	20	9/9/2020	POZ
10	30	9/9/2020	NEG
7	30	9/9/2020	POZ
8	40	9/9/2020	NEG
7	40	9/9/2020	POZ
14	50	9/9/2020	NEG
11	60	9/9/2020	NEG
5	70	9/9/2020	NEG
2	90	9/9/2020	NEG
12	10	10/9/2020	NEG
26	20	10/9/2020	NEG
1	20	10/9/2020	POZ
10	30	10/9/2020	NEG
2	30	10/9/2020	POZ
13	40	10/9/2020	NEG
10	50	10/9/2020	NEG
1	50	10/9/2020	POZ
2	60	10/9/2020	NEG
1	60	10/9/2020	POZ
1	70	10/9/2020	NEG
1	80	10/9/2020	NEG
12	10	11/9/2020	NEG
22	20	11/9/2020	NEG
1	20	11/9/2020	POZ
13	30	11/9/2020	NEG
6	30	11/9/2020	POZ
17	40	11/9/2020	NEG
1	40	11/9/2020	POZ
20	50	11/9/2020	NEG
1	50	11/9/2020	POZ
8	60	11/9/2020	NEG
