11	01/09/2020	NEG
9	02/09/2020	NEG
10	03/09/2020	NEG
1	03/09/2020	POZ
21	04/09/2020	NEG
24	07/09/2020	NEG
6	07/09/2020	POZ
13	08/09/2020	NEG
14	09/09/2020	POZ
34	09/09/2020	NEG
2	10/09/2020	POZ
37	10/09/2020	NEG
56	11/09/2020	NEG
9	11/09/2020	POZ
4	14/09/2020	NEG
6	14/09/2020	POZ
14	15/09/2020	POZ
57	15/09/2020	NEG
2	16/09/2020	POZ
35	16/09/2020	NEG
59	17/09/2020	NEG
7	17/09/2020	POZ
29	18/09/2020	NEG
4	18/09/2020	POZ
34	21/09/2020	NEG
5	21/09/2020	POZ
16	22/09/2020	NEG
2	22/09/2020	POZ
12	23/09/2020	POZ
24	23/09/2020	NEG
15	24/09/2020	POZ
33	24/09/2020	NEG
36	25/09/2020	NEG
6	25/09/2020	POZ
14	29/09/2020	POZ
41	29/09/2020	NEG
15	30/09/2020	POZ
33	30/09/2020	NEG
2	01/10/2020	POZ
38	01/10/2020	NEG
18	02/10/2020	POZ
50	02/10/2020	NEG
25	05/10/2020	POZ
36	05/10/2020	NEG
24	06/10/2020	POZ
41	06/10/2020	NEG
23	07/10/2020	POZ
30	07/10/2020	NEG
21	08/10/2020	POZ
42	08/10/2020	NEG
33	09/10/2020	POZ
66	09/10/2020	NEG
26	12/10/2020	POZ
48	12/10/2020	NEG
31	13/10/2020	POZ
52	13/10/2020	NEG
28	14/10/2020	POZ
65	14/10/2020	NEG
26	15/10/2020	POZ
32	15/10/2020	NEG
39	16/10/2020	POZ
79	16/10/2020	NEG
1	18/10/2020	NEG
55	19/10/2020	POZ
73	19/10/2020	NEG
41	20/10/2020	POZ
66	20/10/2020	NEG
44	21/10/2020	POZ
60	21/10/2020	NEG
45	22/10/2020	POZ
81	22/10/2020	NEG
13	23/10/2020	POZ
39	23/10/2020	NEG
41	26/10/2020	POZ
62	26/10/2020	NEG
27	27/10/2020	POZ
76	27/10/2020	NEG
24	28/10/2020	NEG
7	28/10/2020	POZ
33	29/10/2020	POZ
67	29/10/2020	NEG
27	30/10/2020	POZ
91	30/10/2020	NEG
32	02/11/2020	POZ
79	02/11/2020	NEG
38	03/11/2020	POZ
90	03/11/2020	NEG
49	04/11/2020	POZ
74	04/11/2020	NEG
41	05/11/2020	POZ
72	05/11/2020	NEG
39	06/11/2020	POZ
75	06/11/2020	NEG
30	09/11/2020	POZ
63	09/11/2020	NEG
31	10/11/2020	POZ
54	10/11/2020	NEG
20	11/11/2020	POZ
52	11/11/2020	NEG
28	12/11/2020	POZ
57	12/11/2020	NEG
22	13/11/2020	POZ
41	13/11/2020	NEG
40	16/11/2020	POZ
60	16/11/2020	NEG
29	18/11/2020	POZ
54	18/11/2020	NEG
22	19/11/2020	POZ
31	19/11/2020	NEG
18	20/11/2020	POZ
34	20/11/2020	NEG
20	23/11/2020	POZ
40	23/11/2020	NEG
14	24/11/2020	POZ
41	24/11/2020	NEG
24	25/11/2020	NEG
7	25/11/2020	POZ
32	26/11/2020	NEG
7	26/11/2020	POZ
11	27/11/2020	POZ
36	27/11/2020	NEG
41	30/11/2020	NEG
9	30/11/2020	POZ
16	01/12/2020	POZ
20	01/12/2020	NEG
10	02/12/2020	POZ
26	02/12/2020	NEG
11	03/12/2020	POZ
18	03/12/2020	NEG
21	04/12/2020	NEG
7	04/12/2020	POZ
14	07/12/2020	POZ
36	07/12/2020	NEG
15	08/12/2020	POZ
42	08/12/2020	NEG
11	09/12/2020	POZ
28	09/12/2020	NEG
14	10/12/2020	POZ
20	10/12/2020	NEG
16	11/12/2020	POZ
33	11/12/2020	NEG
41	14/12/2020	NEG
9	14/12/2020	POZ
24	15/12/2020	POZ
39	15/12/2020	NEG
24	16/12/2020	POZ
27	16/12/2020	NEG
20	17/12/2020	POZ
37	17/12/2020	NEG
17	18/12/2020	POZ
40	18/12/2020	NEG
1	19/12/2020	POZ
29	21/12/2020	POZ
67	21/12/2020	NEG
24	22/12/2020	POZ
45	22/12/2020	NEG
20	23/12/2020	NEG
20	23/12/2020	POZ
19	28/12/2020	POZ
50	28/12/2020	NEG
19	29/12/2020	POZ
50	29/12/2020	NEG
1	30/12/2020	NEG
